,num_people,generic_name,event_type,event_location,manufacturer,source,specialty,adverse_event_flag,date_manufacturer_received,date_of_event,date_received,date_report,class,regulation_number
4357,1,"PACK, HOT OR COLD, WATER CIRCULATING",Malfunction,I,STRYKER,Manufacturer report,Physical Medicine,Y,20150612,20150427,20150903,20150807,2,890.5720
4358,1,DIALYSIS CATHETER,Malfunction,,COSTA RICA,Manufacturer report,"Gastroenterology, Urology",N,20150615,20141021,20141120,20141029,2,876.5540
4359,1,GLUCOSE MONITORING SYS/KIT,Malfunction,,"LIFESCAN EUROPE, A DIVISION OF CILAG GMBH INTL",Manufacturer report,Clinical Chemistry,N,20140530,NA,20140609,20140530,2,862.1345
4360,1,SCS IPG,Injury,,ST JUDE MED - NEUROMODULATION,Manufacturer report,Neurology,Y,20140213,20140213,20140304,20140213,2,882.5880
4361,1,"COUNTER, DIFFERENTIAL CELL",Malfunction,,BECKMAN COULTER,Manufacturer report,Hematology,N,20140223,20140223,20140311,20140223,2,864.5220
4362,1,"TUBES, GASTROINTESTINAL (AND ACCESSORIES)",Malfunction,,BOSTON SCIENTIFIC,Manufacturer report,"Gastroenterology, Urology",N,20051102,20051025,20090303,20051102,2,876.5980
4363,1,"DEFIBRILLATOR, AUTOMATIC IMPLANTABLE CARDIOVERTER",Injury,,MPRI,Manufacturer report,Unknown,Y,20130415,20130412,20130607,20130415,3,
4364,1,INSULIN INFUSION PUMP / SENSOR AUGMENTED,Malfunction,I,MEDTRONIC,Manufacturer report,Unknown,N,20150824,20150816,20150904,20150816,3,
4365,1,GLIDESCOPE,Injury,,VERATHON MEDICAL,Voluntary report,Anesthesiology,Y,NA,20090918,20100105,20100105,1,868.5540
4366,1,SURGICAL CLIP APPLIER,Injury,,PONCE - USS,Manufacturer report,"General, Plastic Surgery",Y,20060207,20060131,20060214,20060207,1,878.4800
4367,1,IMPLANT,Injury,,STRYKER,Manufacturer report,Orthopedic,Y,20060831,20060831,20060926,20060831,3,888.3370
4368,1,,Death,,FRESENIUS,Manufacturer report,"Gastroenterology, Urology",Y,20141015,20121203,20141027,20141015,2,876.5820
4369,1,"FILLER, RECOMBINANT HUMAN BONE MORPHOGENETIC PROTEIN, COLLAGEN SCAFFOLD WITH MET",Injury,,MEDTRONIC,Manufacturer report,Unknown,Y,20140618,NA,20140709,20140618,3,
4370,1,ADULT MULTI-LUMEN CATHETER,Injury,,"ARROW INT'L, INC.",Manufacturer report,General Hospital,N,20060907,NA,20060919,NA,2,880.5200
4371,1,,Malfunction,,PHILIPS MEDICAL SYSTEMS,Manufacturer report,Cardiovascular,N,20130605,NA,20130701,20130605,3,870.5310
4372,1,DRUG ELUTING CORONARY STENT SYSTEM,Malfunction,,AV-TEMECULA-CT,Manufacturer report,Unknown,N,20120604,20120604,20120628,20120604,3,
4373,1,IV INFUSION PUMP,Injury,HOSPITAL,GRASEBY MEDICAL INC,User Facility report,General Hospital,N,NA,20011114,20020103,20011227,2,880.5725
4374,1,87KWY,Injury,,"DEPUY-CORK, A DIVISION OF DEPUY ORTHOPAEDICS",Manufacturer report,Orthopedic,Y,20110531,NA,20110629,20110531,2,888.3390
4375,1,"STIMULATOR, SPINAL-CORD, TOTALLY IMPLANTED FOR PAIN RELIEF",Malfunction,,MEDTRONIC,Manufacturer report,Unknown,Y,20140423,20140402,20140423,20140402,3,
4376,1,IMPLANTABLE TACHY LEAD,Injury,HOSPITAL,MEDTRONIC,Manufacturer report,Unknown,N,20090710,20090710,20100514,NA,3,
4377,1,"LAPAROSCOPE, GENERAL AND PLASTIC SURGERY",Malfunction,,ETHICON,Manufacturer report,"Gastroenterology, Urology",N,20111013,20110919,20111103,20110920,2,876.1500
4378,1,"SET, ADMINISTRATION, FOR PERITONEAL DIALYSIS, DISPOSABLE",Death,,BAXTER,Manufacturer report,"Gastroenterology, Urology",Y,20141027,20140913,20141009,20140915,2,876.5630
4379,1,*,Other,UNKNOWN,*,Voluntary report,Cardiovascular,Y,NA,20041026,20060414,20060414,2,870.3300
4380,1,IMPLANTABLE PACEMAKER PULSE GENERATOR,Malfunction,HOSPITAL,ST. JUDE MEDICAL INC. CRMD,Manufacturer report,Cardiovascular,N,20111129,20111129,20140113,NA,3,870.3610
4381,1,"SYSTEM, PERITONEAL, AUTOMATIC DELIVERY",Malfunction,,BAXTER,Manufacturer report,"Gastroenterology, Urology",N,20140829,20140801,20140923,20140829,2,876.5630
4382,1,ENDOSCOPIC VESSEL HARVESTING,Malfunction,,MAQUET CARDIOVASCULAR,Manufacturer report,"General, Plastic Surgery",N,20130930,20130930,20131021,20130930,2,878.4400
4383,1,INTRAOCULAR LENS,Other,,ALCON RESEARCH LTD/HUNTINGTON,Manufacturer report,Ophthalmic,Y,20080408,20080101,20080508,20080408,3,886.3600
4384,1,ICD LEAD,Injury,,BIOTRONIK GMBH & CO.,Manufacturer report,Unknown,Y,20080320,20080305,20080421,20080320,3,
4385,1,,Injury,,"ACCESSCLOSURE, INC.",Manufacturer report,Unknown,Y,20091124,20091015,20091221,20091124,3,
4386,1,ELECTROSURGICAL PENCIL,Malfunction,,CONMED,Manufacturer report,"General, Plastic Surgery",N,20020408,20020301,20020503,20020408,2,878.4400
4387,1,FAST-CATH TRANSSEPTAL,Death,HOSPITAL,ST JUDE MEDICAL CARDIAC RHYTHM MANAGEMENT DIVISION,Manufacturer report,Cardiovascular,Y,20080220,20080220,20080212,20080312,2,870.1340
4388,1,DISPOSABLE USED DURING LEN INSERTION,Injury,UNKNOWN,"ALCON INDUSTRIES, INC.",Voluntary report,Ophthalmic,Y,NA,20021202,20030507,20030507,1,886.4300
4389,1,POVIDONE IODINE SCRUB - PREP/CLEANSING SOLUTION,Other,HOSPITAL,"APLICARE, INC",User Facility report,"General, Plastic Surgery",N,NA,20031208,20040123,20040123,1,878.4800
4390,1,BLOOD GLUCOSE METER,Malfunction,,ABBOTT DIABETES CARE,Manufacturer report,Clinical Chemistry,N,20070817,20070619,20070914,20070914,2,862.1345
4391,1,INSULIN INFUSION PUMP / SENSOR AUGMENTED,Malfunction,,MEDTRONIC,Manufacturer report,Unknown,N,20150102,20150101,20150120,20150102,3,
4392,1,TIBIAL INSERT,Injury,,"1219655 DEPUY-RAYNHAM, A DIV. OF DEPUY ORTHOPAEDIC",Manufacturer report,Orthopedic,Y,20121010,20121010,20121018,20121010,2,888.3560
4393,1,"PLATE, FIXATION, BONE",Injury,,SYNTHES (USA),Manufacturer report,Orthopedic,Y,20150316,NA,20150129,20150116,2,888.3030
4394,1,GLUCOSE MONITORING SYS/KIT,Malfunction,,"LIFESCAN EUROPE, A DIVISION OF CILAG GMBH INTL",Manufacturer report,Clinical Chemistry,N,20141215,NA,20141224,20141215,2,862.1345
4395,1,"SYSTEM, PERITONEAL, AUTOMATIC DELIVERY",Malfunction,,BAXTER,Manufacturer report,"Gastroenterology, Urology",N,20150625,20150624,20150713,20150625,2,876.5630
4396,1,IMPLANTABLE PULSE GENERATOR,Malfunction,,GUIDANT,Manufacturer report,Unknown,N,20120327,20120327,20120419,20120327,3,
4397,1,DISPOSABLE BIOPSY FORCEPS,Injury,I,OLYMPUS MEDICAL SYSTEM CORPORATION,Manufacturer report,"Gastroenterology, Urology",Y,20150812,20150728,20150902,20150902,1,876.1075
4398,1,FEMORAL,Injury,HOSPITAL,SMITH & NEPHEW,Manufacturer report,Orthopedic,Y,20040716,NA,20040726,20040726,2,888.3560
4399,1,INSULIN INFUSION PUMP,Injury,OTHER,DISETRONIC MEDICAL SYSEMS,Manufacturer report,General Hospital,Y,20081019,20081005,20081107,20081019,2,880.5725
4400,1,FLUOROSCOPIC X-RAY,Malfunction,,GE OEC MEDICAL SYSTEMS,Manufacturer report,Radiology,N,20130405,20130405,20130417,20130417,2,892.1650
4401,1,AC POWERED ADJUSTABLE HOSPITAL BED,Malfunction,,HILL-ROM RITTER,Manufacturer report,General Hospital,N,20100203,20100203,20100210,20100203,2,880.5100
4402,1,,Malfunction,,,Manufacturer report,Microbiology,,20071112,NA,20071126,NA,1,866.2500
4403,1,,Injury,,"CLEARSTREAM TECHNOLOGIES, LTD.",Manufacturer report,Cardiovascular,Y,20140710,20140502,20140716,20140624,2,870.1250
4404,1,"MOTOR, DRILL, ELECTRIC - HANDPIECE",Malfunction,,DEPUY SYNTHES,Manufacturer report,Neurology,N,20130811,20130701,20130823,20130729,2,882.4360
4405,1,BLOOD GLUCOSE MONITORING SYSTEM,Malfunction,,ABBOTT DIABETES CARE,Manufacturer report,Clinical Chemistry,N,20060824,20060824,20060920,20060920,2,862.1345
4406,1,,Malfunction,,SYNTHES - MONUMENT,Manufacturer report,Orthopedic,N,20131010,20111217,20130422,20111217,1,888.4540
4407,1,RADIOLOGICAL IMAGE PROCESSING,Malfunction,,GE OEC MEDICAL SYSTEMS,Manufacturer report,Radiology,N,20120816,20120816,20120828,20120828,2,892.2050
4408,1,DQY,Malfunction,,"PENUMBRA, INC.",Manufacturer report,Cardiovascular,N,20120611,20120610,20120710,20120611,2,870.1250
4409,1,,Malfunction,,MEDTRONIC,Manufacturer report,Unknown,N,20071217,20071217,20080116,20071217,3,
4410,1,"STRETCHER, WHEELED",Malfunction,,STRYKER,Manufacturer report,General Hospital,N,20130411,20130411,20130509,20130411,2,880.6910
4411,1,INFUSION PUMP,Malfunction,,BAXTER,Manufacturer report,General Hospital,N,20140505,20140505,20140528,20140505,2,880.5725
4412,1,IMPLANTABLE PULSE GENERATOR,Injury,HOSPITAL,MEDTRONIC,Manufacturer report,Cardiovascular,Y,20120130,NA,20120412,NA,3,870.3610
4413,1,ULTRASONIC PULSED ECHO IMAGING SYSTEM,Malfunction,,ALCON - IRVINE TECHNOLOGY CENTER,Manufacturer report,Radiology,N,20131210,NA,20140107,20131210,2,892.1560
4414,1,INFUSION PUMP,Malfunction,,BAXTER,Manufacturer report,General Hospital,N,20141016,20141001,20141029,20141016,2,880.5725
4415,1,IMPLANTABLE PACEMAKER PULSE GENERATOR,Injury,HOSPITAL,ST JUDE MED - NEUROMODULATION,Manufacturer report,Cardiovascular,Y,20031205,20030521,20040309,NA,3,870.3610
4416,1,87 NJL,Injury,,"DEPUY-CORK, A DIVISION OF DEPUY ORTHOPAEDICS",Manufacturer report,Unknown,Y,20100901,NA,20101001,20100901,3,
4417,1,INFLATABLE PENILE PROSTH,Injury,,MENTOR CORP.,Manufacturer report,"Gastroenterology, Urology",Y,20021219,20021219,20030117,20021219,3,876.3350
4418,1,OZO,Malfunction,,MEDTRONIC,Manufacturer report,Unknown,N,20150327,20140902,20150407,20150402,3,
4419,1,OPHTHALMIC EXCIMER LASER SYSTEM,Injury,,WAVELIGHT GMBH,Manufacturer report,Unknown,Y,20111110,20110101,20111209,20111110,3,
4420,1,ELECTROSURGICAL INSTRUMENT ACCESSORY,Malfunction,HOSPITAL,"INTUITIVE SURGICAL, INC",Manufacturer report,"Gastroenterology, Urology",N,20110118,20110118,20110317,20110118,2,876.1500
4421,1,WHEELED STRETCHER,Malfunction,,HILL-ROM RITTER,Manufacturer report,General Hospital,N,20091125,20091125,20091217,20091125,2,880.6910
4422,1,880.5100,Malfunction,,CARROLL HEALTHCARE,Manufacturer report,General Hospital,N,20131016,NA,20131105,20131016,2,880.5100
4423,1,AUTOMATED EXTERNAL DEFIBRILLATOR,No answer provided,,HEARTSINE TECHNOLOGIES LTD,Manufacturer report,Cardiovascular,N,20130411,20130305,20130904,20130903,3,870.5310
4424,1,IMPLANTABLE PULSE GENERATOR,Injury,HOSPITAL,CARDIAC PACEMAKERS,Manufacturer report,Cardiovascular,Y,19990915,19990915,19991109,19990915,3,870.3610
4425,1,"STEM, LINEAR, SIZE 9",Malfunction,,"ENCORE MEDICAL, L.P.",Manufacturer report,Orthopedic,Y,20080707,20080702,20080806,20080707,2,888.3390
4426,1,COCHLEAR IMPLANT,Injury,,MED-EL ELEKTROMEDIZINISCHE GERAETE GMBH,Manufacturer report,Unknown,Y,20110127,20110121,20110201,20110131,3,
4427,1,"INSTRUMENT, SURGICAL, ORTHOPEDIC, AC-POWERED MOTOR AND ACCESSORY/ATTACHMENT",Malfunction,,STRYKER,Manufacturer report,"General, Plastic Surgery",N,20140131,20140131,20140227,20140131,1,878.4820
4428,1,HEMODIALYZER,Injury,OUTPATIENT TREATMENT FACILITY,"ALTHIN MEDICAL, INC.",Manufacturer report,"Gastroenterology, Urology",Y,19960925,19960301,19961104,19961023,2,876.5820
4429,1,INSULIN INFUSION PUMP / SENSOR AUGMENTED,Malfunction,,MEDTRONIC,Manufacturer report,Unknown,N,20140513,20140513,20140519,20140513,3,
4430,1,"CONSOLE, HEART-LUNG MACHINE, CARDIOPULMONARY BYPASS",Malfunction,,SORIN GROUP DEUTSCHLAND,Manufacturer report,Cardiovascular,N,20091201,20091125,20110915,20091201,2,870.4220
4431,1,INFUSION PUMP,Malfunction,,MEDTRONIC,Manufacturer report,Unknown,N,20100305,20100304,20100715,20100630,U,
4432,1,GENERATOR,Death,OTHER,CYBERONICS,Manufacturer report,Unknown,Y,20151002,20130708,20151027,20151002,3,
4433,1,"INSTRUMENT, ULTRASONIC SURGICAL",Malfunction,NO INFORMATION,ETHICON,Manufacturer report,Unknown,N,20150722,20150720,20150803,20150723,U,
4434,1,STRETCHER MATTRESS. SW ENVY NP GURNEYL STRETCHER PAD,Injury,NO INFORMATION,SIZEWISE,Voluntary report,General Hospital,Y,NA,20150826,20150902,20150827,1,880.5150
4435,1,"MESH, SURGICAL, POLYMERIC",Injury,OTHER,ETHICON,Manufacturer report,"General, Plastic Surgery",Y,20130219,NA,20121004,20120924,2,878.3300
4436,1,INSULIN INFUSION PUMP,Malfunction,,ANIMAS CORP.,Manufacturer report,General Hospital,N,20100324,20100507,20100610,20100507,2,880.5725
4437,1,NONE,Malfunction,,FISHER & PAYKEL,Manufacturer report,Anesthesiology,N,20071130,NA,20071221,20071129,2,868.5450
4438,1,INSULIN INFUSION PUMP / SENSOR AUGMENTED,Malfunction,,MEDTRONIC,Manufacturer report,Unknown,N,20150220,20150220,20150304,20150220,3,
4439,1,GLUCOSE MONITORING SYS/KIT,Malfunction,,"LIFESCAN EUROPE, A DIVISION OF CILAG GMBH INTL",Manufacturer report,Clinical Chemistry,N,20140614,NA,20140623,20140614,2,862.1345
4440,1,BLOOD GLUCOSE MONITORING DEVICE-NBW,Malfunction,HOSPITAL,ROCHE DIAGNOSTICS,Manufacturer report,Clinical Chemistry,N,20070306,20070306,20070402,20070402,2,862.1345
4441,1,"WHEELCHAIR, MECHANICAL",Malfunction,,INVACARE TAYLOR STREET,Manufacturer report,Physical Medicine,N,20150403,NA,20150414,20150403,1,890.3850
4442,1,INFUSION PUMP,Malfunction,,BAXTER,Manufacturer report,General Hospital,N,20131001,20130801,20131028,20131001,2,880.5725
4443,1,DEFIBRILLATOR/PACEMAKER,Death,,ZOLL,Manufacturer report,Cardiovascular,Y,20140204,20140202,20140219,20140204,3,870.5310
4444,1,INSULIN INFUSION PUMP / SENSOR AUGMENTED,Injury,I,MDT PUERTO RICO OPERATIONS CO,Manufacturer report,Unknown,Y,20150727,20150501,20150818,20150727,3,
4445,1,PERMANENT PACEMAKER ELECTRODE,Malfunction,,ST JUDE MEDICAL CARDIAC RHYTHM MANAGEMENT DIVISION,Manufacturer report,Cardiovascular,N,NA,NA,20060908,NA,3,870.3680
4446,1,MDS,Malfunction,I,DEXCOM INC,Manufacturer report,Unknown,N,20150923,20150626,20150729,20150702,3,
4447,1,OZO,Malfunction,I,,Manufacturer report,Unknown,N,20150804,20150719,20150811,20150719,3,
4448,1,87JDG,Injury,,"1818910 DEPUY ORTHOPAEDICS, INC.",Manufacturer report,Orthopedic,Y,20070105,20070105,20070117,20070105,2,888.3360
4449,1,AC-POWERED ADJUSTABLE HOSPITAL BED,Malfunction,,HILL-ROM INC,Manufacturer report,General Hospital,N,20111105,20111105,20111205,20111105,2,880.5100
4450,1,LATEX MEDICAL GLOVES,Injury,UNKNOWN,"ANSELL PERRY, INC.",Manufacturer report,General Hospital,Y,19980406,NA,19980506,19980417,1,880.6250
4451,1,MRM-IMPLANTABLE CARDIOVERTER DEFIBRILLATOR,Injury,HOSPITAL,ELA MEDICAL,Manufacturer report,Unknown,N,20060925,20060825,20061024,20061024,3,
4452,1,"NIQ - STENT, CORONARY, DRUG-ELUTING",Malfunction,,BOSTON SCIENTIFIC,Manufacturer report,Unknown,N,20090224,20090219,20090326,20090224,3,
4453,1,CORONARY STENT SYSTEM,Injury,,AV-TEMECULA-CT,Manufacturer report,Unknown,Y,20110322,20100122,20110302,20110207,3,
4454,1,"SYSTEM, ENDOVASCULAR GRAFT, AORTIC ANEURYSM TREATMENT",Malfunction,,MEDTRONIC,Manufacturer report,Unknown,N,20141021,20141019,20141112,20141021,3,
4455,1,SCS LEAD,Injury,I,ST JUDE MED - NEUROMODULATION,Manufacturer report,Neurology,Y,20151001,20150929,20151026,20151001,2,882.5880
4456,1,"SYSTEM, PERITONEAL, AUTOMATIC DELIVERY",Malfunction,,BAXTER,Manufacturer report,"Gastroenterology, Urology",N,20120615,20120314,20120503,20120406,2,876.5630
4457,1,BD TEST STRIPS,Injury,,BECTON DICKINSON,Manufacturer report,Clinical Chemistry,Y,20060929,20060929,20061025,20061025,2,862.1345
4458,1,"SYSTEM, PERITONEAL, AUTOMATIC DELIVERY",Malfunction,,BAXTER,Manufacturer report,"Gastroenterology, Urology",N,20150324,20150307,20150416,20150324,2,876.5630
4459,1,"GENERATOR, OXYGEN, PORTABLE",Malfunction,,INVACARE FLORIDA OPERATIONS,Manufacturer report,Anesthesiology,N,20150504,NA,20150522,20150504,2,868.5440
4460,1,"SYSTEM, PERITONEAL, AUTOMATIC DELIVERY",Malfunction,,BAXTER,Manufacturer report,"Gastroenterology, Urology",N,20130426,20130101,20130516,20130426,2,876.5630
4461,1,LANCET DEVICE,Malfunction,U,ROCHE DIAGNOSTICS,Manufacturer report,"General, Plastic Surgery",N,20120203,20120203,20120209,20120209,1,878.4800
4462,1,"MESH, SURGICAL, SYNTHETIC, UROGYNECOLOGIC",Injury,,ETHICON,Manufacturer report,Obstetrics/Gynecology,Y,20150429,NA,20130912,20130903,3,884.5980
4463,1,"NIM STENT, CAROTID",Malfunction,,BOSTON SCIENTIFIC,Manufacturer report,Unknown,N,20080121,20071011,20080204,20080121,3,
4464,1,"MESH, SURGICAL, POLYMERIC",Injury,,BOSTON SCIENTIFIC,Manufacturer report,"General, Plastic Surgery",Y,20130905,NA,20130913,20130905,2,878.3300
4465,1,,Injury,,ZIMMER,Manufacturer report,Orthopedic,Y,20131202,20131113,20140109,20131202,2,888.3565
4466,1,INSULIN INFUSION PUMP,Malfunction,,ANIMAS CORPORATION,Manufacturer report,General Hospital,N,20110908,20110817,20120113,20110908,2,880.5725
4467,1,IMPLANTABLE PACEMAKER PULSE GENERATOR,Injury,HOSPITAL,ST JUDE MEDICAL CARDIAC RHYTHM MANAGEMENT DIVISION,Manufacturer report,Cardiovascular,Y,20100625,20100622,20100915,NA,3,870.3610
4468,1,COCHLEAR IMPLANT,Injury,,COCHLEAR LTD,Manufacturer report,Unknown,Y,20070208,20070103,20070306,20070306,3,
4469,1,INSULIN INFUSION PUMP / SENSOR AUGMENTED,Injury,I,MEDTRONIC,Manufacturer report,Unknown,Y,20150719,20150718,20150811,20150719,3,
4470,1,IMPLANTABLE PACING LEAD,Injury,HOSPITAL,MEDTRONIC,Manufacturer report,Cardiovascular,Y,20101012,NA,20101214,NA,3,870.3680
4471,1,PERSONAL LUBRICANT,Injury,,IDS MFG LIMITED,Distributor report,Obstetrics/Gynecology,Y,20141014,NA,20141014,20141014,2,884.5300
4472,1,IMPLANTABLE ATRIAL GENERATOR,Malfunction,OTHER,CARDIAC PACEMAKERS,Manufacturer report,Unknown,N,20060925,20060925,20061109,20060925,3,
4473,1,INSULIN INFUSION PUMP / SENSOR AUGMENTED,Malfunction,I,MDT PUERTO RICO OPERATIONS CO,Manufacturer report,Unknown,N,20151109,20151109,20151125,20151109,3,
4474,1,SYSTEM 1000,Malfunction,,BAXTER,Manufacturer report,"Gastroenterology, Urology",N,20050706,20050701,20050722,20050706,2,876.5860
4475,1,INSULIN INFUSION PUMP / SENSOR AUGMENTED,Malfunction,,MDT PUERTO RICO OPERATIONS CO,Manufacturer report,Unknown,N,20141231,20141222,20150116,20141231,3,
4476,1,GLUCOSE MONITORING SYS/KIT,Malfunction,I,"LIFESCAN EUROPE, A DIVISION OF CILAG GMBH INTL",Manufacturer report,Clinical Chemistry,N,20151211,NA,20151220,20151211,2,862.1345
4477,1,SYNTHETIC MONOFILAMENT SUTURE,Injury,HOSPITAL,UNITED STATES SURGICAL,Manufacturer report,"General, Plastic Surgery",Y,19960807,19960730,19960904,19960904,2,878.5010
4478,1,890.3825,No answer provided,,GENTEEL HOMECARE PRODUCTS,Manufacturer report,Physical Medicine,N,NA,NA,20131230,20131217,1,890.3825
4479,1,INSULIN INFUSION PUMP,Malfunction,,ANIMAS CORP.,Manufacturer report,General Hospital,N,20101027,20101027,20101124,20101027,2,880.5725
4480,1,"MESH, SURGICAL, POLYMERIC",Injury,OTHER,ETHICON,Manufacturer report,"General, Plastic Surgery",Y,20110103,20101102,20110201,20110103,2,878.3300
4481,1,INSULIN INFUSION PUMP,Malfunction,,ANIMAS CORPORATION,Manufacturer report,General Hospital,N,20120807,NA,20120822,20120807,2,880.5725
4482,1,PROTHROMBIN TIME TEST,Malfunction,,"ALERE SAN DIEGO, INC",Manufacturer report,Hematology,N,20120831,20120824,20120920,20120920,2,864.7750
4483,1,INSULIN INFUSION PUMP / SENSOR AUGMENTED,Malfunction,I,MDT PUERTO RICO OPERATIONS CO,Manufacturer report,Unknown,N,20151119,20151111,20151130,20151111,3,
4484,1,ENTERAL FEEDING TUBE,Other,,BALLARD MEDICAL PRODUCTS,Manufacturer report,"Gastroenterology, Urology",Y,19981005,19980930,19981104,19981104,2,876.5980
4485,1,IMPLANTABLE LEAD,Injury,HOSPITAL,CPI - DEL CARIBE,Manufacturer report,Unknown,Y,20090114,20090114,20090508,20090507,3,
4486,1,ARTHROSCOPY CANNULA,Malfunction,,CONMED,Manufacturer report,Orthopedic,N,20070927,20070907,20071005,20070927,2,888.1100
4487,1,LANCET DEVICE,Malfunction,OTHER,ROCHE DIAGNOSTICS,Manufacturer report,"General, Plastic Surgery",N,20141128,20141128,20141222,20141222,1,878.4800
4488,1,LINEAR CUTTERS-ENDOSCOPIC,Malfunction,NOT APPLICABLE,ETHICON,Manufacturer report,NA,N,19991001,NA,19991026,19991001,NA,NA
4489,1,SUTURE ANCHOR,Malfunction,,LINVATEC CORP.,Manufacturer report,Orthopedic,N,20050406,NA,20050429,20050406,2,888.3040
4490,1,"COUNTER, DIFFERENTIAL CELL",Malfunction,,BECKMAN COULTER,Manufacturer report,Hematology,N,20121218,20121218,20130115,20121218,2,864.5220
4491,1,INSULIN INFUSION PUMP,Malfunction,,ANIMAS CORPORATION,Manufacturer report,General Hospital,N,20150517,NA,20150529,20150517,2,880.5725
4492,1,890.5100,Malfunction,,INVACARE CLEVELAND STREET,Manufacturer report,Physical Medicine,N,20130328,NA,20130422,20130328,2,890.5100
4493,1,ENDOSCOPIC INSTRUMENT,Malfunction,HOSPITAL,"INTUITIVE SURGICAL, INC",Manufacturer report,"Gastroenterology, Urology",N,20140617,20140616,20140714,20140617,2,876.1500
4494,1,AED,Malfunction,I,PHILIPS MEDICAL SYSTEMS,Manufacturer report,Cardiovascular,N,20150803,NA,20150812,20150803,3,870.5310
4495,1,MDS,Malfunction,,DEXCOM INC,Manufacturer report,Unknown,N,20150402,20150331,20150430,20150402,3,
4496,1,868.5440,Malfunction,,INVACARE FLORIDA OPERATIONS,Manufacturer report,Anesthesiology,N,20140925,NA,20141015,20140925,2,868.5440
4497,1,IMPLANTABLE PULSE GENERATOR,Malfunction,,GUIDANT,Manufacturer report,Unknown,N,20141112,20140725,20141006,20141112,3,
4498,1,,Malfunction,I,"BARD PERIPHERAL VASCULAR SYSTEM, INC.",Manufacturer report,Cardiovascular,N,20151014,20140414,20150415,20140418,2,870.1250
4499,1,IMPLANTABLE PACEMAKER PULSE GENERATOR,Malfunction,,ST. JUDE MEDICAL INC. CRMD,Manufacturer report,Unknown,N,20141217,20141217,20150302,NA,3,
4500,1,PTCA CATHETER,Malfunction,,BOSTON SCIENTIFIC,Manufacturer report,Cardiovascular,N,20051018,20050915,20051115,20051018,2,870.5100
4501,1,IMPLANTABLE LEAD,Injury,,CPI - DEL CARIBE,Manufacturer report,Unknown,Y,20130722,20100914,20131003,20130722,3,
4502,1,"GENERATOR, LESION, RADIOFREQUENCY",Malfunction,,STRYKER,Manufacturer report,Neurology,N,20131219,20131101,20131203,20131107,2,882.4400
4503,1,"INSTRUMENT, SURGICAL, ORTHOPEDIC, AC-POWERED, MOTOR/ACCESS AND ATTACHMENT",Malfunction,I,DEPUY SYNTHES,Manufacturer report,"General, Plastic Surgery",N,20150728,20150728,20150824,20150728,1,878.4820
4504,1,EUFLEXXA INJECTION,Injury,NO INFORMATION,,Voluntary report,Unknown,Y,NA,20160110,20160122,20160122,3,
4505,1,CORONARY DILATATION CATHETER,Malfunction,,AV-TEMECULA-CT,Manufacturer report,Cardiovascular,N,20130418,20120629,20130501,20130122,2,870.5100
4506,1,(HCG) DETACHABLE COIL,Injury,,BOSTON SCIENTIFIC,Manufacturer report,Neurology,Y,20081104,20080920,20081119,20081104,2,882.5950
4507,1,OZO,Injury,,MDT PUERTO RICO OPERATIONS CO,Manufacturer report,Unknown,Y,20140904,20140903,20141004,20140904,3,
4508,1,VENA CAVA FILTER,Injury,HOSPITAL,"NITINOL MEDICAL TECHNOLOGIES, INC.",Manufacturer report,Cardiovascular,Y,19970609,19970418,19970617,19970617,2,870.3375
4509,1,CERVICAL PLATES AND SCREWS,No answer provided,HOSPITAL,OLYMPUS SPINAL TECHNOLOGIES,User Facility report,Orthopedic,N,NA,20101011,20101025,20101025,2,888.3060
4510,1,ELECTRODE CABLE,Death,UNKNOWN,"LAERDAL MEDICAL, A.S.",Manufacturer report,Cardiovascular,Y,20000328,20000327,20050614,20000328,2,870.5300
4511,1,PACEMAKER LEAD,Malfunction,,SULZER INTERMEDICS INC.,Manufacturer report,Cardiovascular,N,19981029,19961125,19981125,19981029,3,870.3680
4512,1,"MESH, SURGICAL, SYNTHETIC, UROGYNECOLOGIC",Injury,,ETHICON,Manufacturer report,"General, Plastic Surgery",Y,20140428,NA,20130730,20130711,2,878.3300
4513,1,"SYSTEM, PERITONEAL, AUTOMATIC DELIVERY",Malfunction,,BAXTER,Manufacturer report,"Gastroenterology, Urology",N,20141201,20140930,20141217,20141201,2,876.5630
4514,1,BLOOD GLUCOSE MONITORING SYSTEM,Malfunction,,ABBOTT DIABETES CARE,Manufacturer report,Clinical Chemistry,N,20070710,20070627,20070725,20070725,2,862.1345
4515,1,DEVICE FOR TREATMENT OF MORBID OBESITY,Malfunction,,BIOENTERICS CORPORATION,Manufacturer report,Unknown,N,20050720,20050516,20050817,20050720,3,
4516,1,"PUMP, INFUSION",Malfunction,,BAXTER,Manufacturer report,General Hospital,N,20100617,20100401,20100714,20100609,2,880.5725
4517,1,,Injury,OTHER,MDT PUERTO RICO OPERATIONS CO,Manufacturer report,Unknown,Y,20101003,20100901,20101028,20101003,3,
4518,1,FOR THE DETERMINATION OF BETA-HUMAN CHORIONIC GONADOTROPIN,Malfunction,,ABBOTT LABORATORIES,Manufacturer report,Clinical Chemistry,N,20110209,NA,20110125,20110118,2,862.1155
4519,1,OZO,Malfunction,I,MDT PUERTO RICO OPERATIONS CO,Manufacturer report,Unknown,N,20151223,20151203,20151224,20151210,3,
